timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1711885458.600768,5,10.0.0.14010.0.0.201,10.0.0.14,0,10.0.0.2,0,1,0,0,5,95000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.14010.0.0.301,10.0.0.14,0,10.0.0.3,0,1,0,0,2,762000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.14010.0.0.401,10.0.0.14,0,10.0.0.4,0,1,0,0,0,506000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,7,394000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.15010.0.0.201,10.0.0.15,0,10.0.0.2,0,1,0,0,4,963000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.15010.0.0.301,10.0.0.15,0,10.0.0.3,0,1,0,0,2,634000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.15010.0.0.401,10.0.0.15,0,10.0.0.4,0,1,0,0,0,354000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.16010.0.0.101,10.0.0.16,0,10.0.0.1,0,1,0,0,7,239000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.16010.0.0.201,10.0.0.16,0,10.0.0.2,0,1,0,0,4,818000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.16010.0.0.301,10.0.0.16,0,10.0.0.3,0,1,0,0,2,483000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.16010.0.0.401,10.0.0.16,0,10.0.0.4,0,1,0,0,0,215000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.17010.0.0.101,10.0.0.17,0,10.0.0.1,0,1,0,0,7,93000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.17010.0.0.201,10.0.0.17,0,10.0.0.2,0,1,0,0,4,658000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.17010.0.0.301,10.0.0.17,0,10.0.0.3,0,1,0,0,2,342000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.17010.0.0.401,10.0.0.17,0,10.0.0.4,0,1,0,0,0,78000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.18010.0.0.101,10.0.0.18,0,10.0.0.1,0,1,0,0,6,940000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.18010.0.0.201,10.0.0.18,0,10.0.0.2,0,1,0,0,4,504000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.18010.0.0.301,10.0.0.18,0,10.0.0.3,0,1,0,0,2,190000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.2010.0.0.1301,10.0.0.2,0,10.0.0.13,0,1,0,8,5,244000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.2010.0.0.1401,10.0.0.2,0,10.0.0.14,0,1,0,8,5,100000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.2010.0.0.1501,10.0.0.2,0,10.0.0.15,0,1,0,8,4,965000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.2010.0.0.1601,10.0.0.2,0,10.0.0.16,0,1,0,8,4,840000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.2010.0.0.1701,10.0.0.2,0,10.0.0.17,0,1,0,8,4,678000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.2010.0.0.1801,10.0.0.2,0,10.0.0.18,0,1,0,8,4,518000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.3010.0.0.1301,10.0.0.3,0,10.0.0.13,0,1,0,8,2,901000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.3010.0.0.1401,10.0.0.3,0,10.0.0.14,0,1,0,8,2,765000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.3010.0.0.1501,10.0.0.3,0,10.0.0.15,0,1,0,8,2,638000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.3010.0.0.1601,10.0.0.3,0,10.0.0.16,0,1,0,8,2,498000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.3010.0.0.1701,10.0.0.3,0,10.0.0.17,0,1,0,8,2,358000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.3010.0.0.1801,10.0.0.3,0,10.0.0.18,0,1,0,8,2,206000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.600768,5,10.0.0.4010.0.0.1301,10.0.0.4,0,10.0.0.13,0,1,0,8,0,640000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.4010.0.0.1401,10.0.0.4,0,10.0.0.14,0,1,0,8,0,515000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.4010.0.0.1501,10.0.0.4,0,10.0.0.15,0,1,0,8,0,358000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.4010.0.0.1601,10.0.0.4,0,10.0.0.16,0,1,0,8,0,229000000,20,100,0,0,0,0,0,0,0,0
1711885458.600768,5,10.0.0.4010.0.0.1701,10.0.0.4,0,10.0.0.17,0,1,0,8,0,91000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.1010.0.0.1001,10.0.0.1,0,10.0.0.10,0,1,0,8,8,20000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1101,10.0.0.1,0,10.0.0.11,0,1,0,8,7,912000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1201,10.0.0.1,0,10.0.0.12,0,1,0,8,7,792000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,7,672000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1401,10.0.0.1,0,10.0.0.14,0,1,0,8,7,540000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,7,419000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1601,10.0.0.1,0,10.0.0.16,0,1,0,8,7,284000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1701,10.0.0.1,0,10.0.0.17,0,1,0,8,7,128000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.1801,10.0.0.1,0,10.0.0.18,0,1,0,8,6,984000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.701,10.0.0.1,0,10.0.0.7,0,1,0,8,8,284000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.801,10.0.0.1,0,10.0.0.8,0,1,0,8,8,202000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.1010.0.0.901,10.0.0.1,0,10.0.0.9,0,1,0,8,8,117000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.10010.0.0.101,10.0.0.10,0,10.0.0.1,0,1,0,0,8,4000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.10010.0.0.201,10.0.0.10,0,10.0.0.2,0,1,0,0,5,585000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.10010.0.0.301,10.0.0.10,0,10.0.0.3,0,1,0,0,3,260000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.10010.0.0.401,10.0.0.10,0,10.0.0.4,0,1,0,0,0,940000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.11010.0.0.101,10.0.0.11,0,10.0.0.1,0,1,0,0,7,898000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.11010.0.0.201,10.0.0.11,0,10.0.0.2,0,1,0,0,5,479000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.11010.0.0.301,10.0.0.11,0,10.0.0.3,0,1,0,0,3,155000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.11010.0.0.401,10.0.0.11,0,10.0.0.4,0,1,0,0,0,849000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.12010.0.0.101,10.0.0.12,0,10.0.0.1,0,1,0,0,7,775000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.12010.0.0.201,10.0.0.12,0,10.0.0.2,0,1,0,0,5,370000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.12010.0.0.301,10.0.0.12,0,10.0.0.3,0,1,0,0,3,43000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.12010.0.0.401,10.0.0.12,0,10.0.0.4,0,1,0,0,0,760000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.13010.0.0.101,10.0.0.13,0,10.0.0.1,0,1,0,0,7,640000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.13010.0.0.201,10.0.0.13,0,10.0.0.2,0,1,0,0,5,232000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.13010.0.0.301,10.0.0.13,0,10.0.0.3,0,1,0,0,2,896000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.13010.0.0.401,10.0.0.13,0,10.0.0.4,0,1,0,0,0,631000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.14010.0.0.101,10.0.0.14,0,10.0.0.1,0,1,0,0,7,516000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.14010.0.0.201,10.0.0.14,0,10.0.0.2,0,1,0,0,5,93000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.14010.0.0.301,10.0.0.14,0,10.0.0.3,0,1,0,0,2,760000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.14010.0.0.401,10.0.0.14,0,10.0.0.4,0,1,0,0,0,505000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,7,396000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.15010.0.0.201,10.0.0.15,0,10.0.0.2,0,1,0,0,4,961000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.15010.0.0.301,10.0.0.15,0,10.0.0.3,0,1,0,0,2,638000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.15010.0.0.401,10.0.0.15,0,10.0.0.4,0,1,0,0,0,349000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.16010.0.0.101,10.0.0.16,0,10.0.0.1,0,1,0,0,7,238000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.16010.0.0.201,10.0.0.16,0,10.0.0.2,0,1,0,0,4,816000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.16010.0.0.301,10.0.0.16,0,10.0.0.3,0,1,0,0,2,484000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.16010.0.0.401,10.0.0.16,0,10.0.0.4,0,1,0,0,0,208000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.17010.0.0.101,10.0.0.17,0,10.0.0.1,0,1,0,0,7,92000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.17010.0.0.201,10.0.0.17,0,10.0.0.2,0,1,0,0,4,655000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.17010.0.0.301,10.0.0.17,0,10.0.0.3,0,1,0,0,2,344000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.17010.0.0.401,10.0.0.17,0,10.0.0.4,0,1,0,0,0,75000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.18010.0.0.101,10.0.0.18,0,10.0.0.1,0,1,0,0,6,937000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.18010.0.0.201,10.0.0.18,0,10.0.0.2,0,1,0,0,4,505000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.18010.0.0.301,10.0.0.18,0,10.0.0.3,0,1,0,0,2,188000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1001,10.0.0.2,0,10.0.0.10,0,1,0,8,5,600000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1101,10.0.0.2,0,10.0.0.11,0,1,0,8,5,494000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1201,10.0.0.2,0,10.0.0.12,0,1,0,8,5,384000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1301,10.0.0.2,0,10.0.0.13,0,1,0,8,5,265000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1401,10.0.0.2,0,10.0.0.14,0,1,0,8,5,124000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1501,10.0.0.2,0,10.0.0.15,0,1,0,8,4,985000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1601,10.0.0.2,0,10.0.0.16,0,1,0,8,4,860000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1701,10.0.0.2,0,10.0.0.17,0,1,0,8,4,700000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.1801,10.0.0.2,0,10.0.0.18,0,1,0,8,4,540000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.701,10.0.0.2,0,10.0.0.7,0,1,0,8,5,874000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.801,10.0.0.2,0,10.0.0.8,0,1,0,8,5,787000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.2010.0.0.901,10.0.0.2,0,10.0.0.9,0,1,0,8,5,696000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1001,10.0.0.3,0,10.0.0.10,0,1,0,8,3,275000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1101,10.0.0.3,0,10.0.0.11,0,1,0,8,3,172000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1201,10.0.0.3,0,10.0.0.12,0,1,0,8,3,66000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1301,10.0.0.3,0,10.0.0.13,0,1,0,8,2,920000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1401,10.0.0.3,0,10.0.0.14,0,1,0,8,2,790000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1501,10.0.0.3,0,10.0.0.15,0,1,0,8,2,659000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1601,10.0.0.3,0,10.0.0.16,0,1,0,8,2,519000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1701,10.0.0.3,0,10.0.0.17,0,1,0,8,2,380000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.1801,10.0.0.3,0,10.0.0.18,0,1,0,8,2,227000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.701,10.0.0.3,0,10.0.0.7,0,1,0,8,3,519000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.801,10.0.0.3,0,10.0.0.8,0,1,0,8,3,441000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.3010.0.0.901,10.0.0.3,0,10.0.0.9,0,1,0,8,3,360000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.4010.0.0.1001,10.0.0.4,0,10.0.0.10,0,1,0,8,0,960000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1101,10.0.0.4,0,10.0.0.11,0,1,0,8,0,866000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1201,10.0.0.4,0,10.0.0.12,0,1,0,8,0,775000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1301,10.0.0.4,0,10.0.0.13,0,1,0,8,0,666000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1401,10.0.0.4,0,10.0.0.14,0,1,0,8,0,540000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1501,10.0.0.4,0,10.0.0.15,0,1,0,8,0,383000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1601,10.0.0.4,0,10.0.0.16,0,1,0,8,0,252000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.1701,10.0.0.4,0,10.0.0.17,0,1,0,8,0,112000000,20,100,0,0,0,0,0,0,0,0
1711885458.602642,3,10.0.0.4010.0.0.701,10.0.0.4,0,10.0.0.7,0,1,0,8,1,192000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.4010.0.0.801,10.0.0.4,0,10.0.0.8,0,1,0,8,1,120000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.4010.0.0.901,10.0.0.4,0,10.0.0.9,0,1,0,8,1,44000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.7010.0.0.101,10.0.0.7,0,10.0.0.1,0,1,0,0,8,280000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.7010.0.0.201,10.0.0.7,0,10.0.0.2,0,1,0,0,5,869000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.7010.0.0.301,10.0.0.7,0,10.0.0.3,0,1,0,0,3,512000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.7010.0.0.401,10.0.0.7,0,10.0.0.4,0,1,0,0,1,187000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.8010.0.0.101,10.0.0.8,0,10.0.0.1,0,1,0,0,8,196000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.8010.0.0.201,10.0.0.8,0,10.0.0.2,0,1,0,0,5,782000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.8010.0.0.301,10.0.0.8,0,10.0.0.3,0,1,0,0,3,434000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.8010.0.0.401,10.0.0.8,0,10.0.0.4,0,1,0,0,1,117000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.9010.0.0.101,10.0.0.9,0,10.0.0.1,0,1,0,0,8,112000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.9010.0.0.201,10.0.0.9,0,10.0.0.2,0,1,0,0,5,688000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.9010.0.0.301,10.0.0.9,0,10.0.0.3,0,1,0,0,3,356000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.602642,3,10.0.0.9010.0.0.401,10.0.0.9,0,10.0.0.4,0,1,0,0,1,40000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1001,10.0.0.1,0,10.0.0.10,0,1,0,8,8,4000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1101,10.0.0.1,0,10.0.0.11,0,1,0,8,7,896000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1201,10.0.0.1,0,10.0.0.12,0,1,0,8,7,777000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1301,10.0.0.1,0,10.0.0.13,0,1,0,8,7,652000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1401,10.0.0.1,0,10.0.0.14,0,1,0,8,7,525000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,7,405000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1601,10.0.0.1,0,10.0.0.16,0,1,0,8,7,270000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1701,10.0.0.1,0,10.0.0.17,0,1,0,8,7,113000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.1010.0.0.1801,10.0.0.1,0,10.0.0.18,0,1,0,8,6,964000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.10010.0.0.101,10.0.0.10,0,10.0.0.1,0,1,0,0,8,0,20,100,0,0,0,0,0,0,0,0
1711885458.604826,4,10.0.0.10010.0.0.201,10.0.0.10,0,10.0.0.2,0,1,0,0,5,581000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.10010.0.0.301,10.0.0.10,0,10.0.0.3,0,1,0,0,3,257000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.10010.0.0.401,10.0.0.10,0,10.0.0.4,0,1,0,0,0,936000000,20,100,0,0,0,0,0,0,0,0
1711885458.604826,4,10.0.0.11010.0.0.101,10.0.0.11,0,10.0.0.1,0,1,0,0,7,893000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.11010.0.0.201,10.0.0.11,0,10.0.0.2,0,1,0,0,5,474000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.11010.0.0.301,10.0.0.11,0,10.0.0.3,0,1,0,0,3,150000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.11010.0.0.401,10.0.0.11,0,10.0.0.4,0,1,0,0,0,846000000,20,100,0,0,0,0,0,0,0,0
1711885458.604826,4,10.0.0.12010.0.0.101,10.0.0.12,0,10.0.0.1,0,1,0,0,7,770000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.12010.0.0.201,10.0.0.12,0,10.0.0.2,0,1,0,0,5,365000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.12010.0.0.301,10.0.0.12,0,10.0.0.3,0,1,0,0,3,46000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.12010.0.0.401,10.0.0.12,0,10.0.0.4,0,1,0,0,0,757000000,20,100,0,0,0,0,0,0,0,0
1711885458.604826,4,10.0.0.13010.0.0.101,10.0.0.13,0,10.0.0.1,0,1,0,0,7,636000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1711885458.604826,4,10.0.0.13010.0.0.201,10.0.0.13,0,10.0.0.2,0,1,0,0,5,229000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
